phase,target_density,main_low_mult,main_high_mult,residual_enabled,residual_low_mult,recovery_axis_ratio,recovery_skeleton_length,recovery_branch_density,precision,recall,accuracy,dice,f1,cl_precision,cl_recall,cldice,cldice_evaluated,mean_precision,mean_recall,mean_accuracy,mean_dice,mean_f1,tp,fp,fn,tn,sample_count
full_t1_t2,0.115,1.25,0.55,True,1.22,2.6,8,0.1,0.5093510143778602,0.42339555144761953,0.8751309081682084,0.46241275286189304,0.46241275286189304,0.538169279407011,0.47558021119458715,0.4887897060359278,True,0.5036105118701923,0.45503469257791596,0.8782429563814571,0.4686865545052304,0.4686865545052304,197890,190624,269498,3026823,10
full_t1_t2,0.115,1.25,0.55,True,1.22,2.6,8,0.15,0.5093510143778602,0.42339555144761953,0.8751309081682084,0.46241275286189304,0.46241275286189304,0.538169279407011,0.47558021119458715,0.4887897060359278,True,0.5036105118701923,0.45503469257791596,0.8782429563814571,0.4686865545052304,0.4686865545052304,197890,190624,269498,3026823,10
full_t1_t2,0.115,1.25,0.55,True,1.22,2.6,8,0.2,0.5093510143778602,0.42339555144761953,0.8751309081682084,0.46241275286189304,0.46241275286189304,0.538169279407011,0.47558021119458715,0.4887897060359278,True,0.5036105118701923,0.45503469257791596,0.8782429563814571,0.4686865545052304,0.4686865545052304,197890,190624,269498,3026823,10
full_t1_t2,0.115,1.25,0.55,True,1.22,2.6,12,0.1,0.5093510143778602,0.42339555144761953,0.8751309081682084,0.46241275286189304,0.46241275286189304,0.538169279407011,0.47558021119458715,0.4887897060359278,True,0.5036105118701923,0.45503469257791596,0.8782429563814571,0.4686865545052304,0.4686865545052304,197890,190624,269498,3026823,10
full_t1_t2,0.115,1.25,0.55,True,1.22,2.6,12,0.15,0.5093510143778602,0.42339555144761953,0.8751309081682084,0.46241275286189304,0.46241275286189304,0.538169279407011,0.47558021119458715,0.4887897060359278,True,0.5036105118701923,0.45503469257791596,0.8782429563814571,0.4686865545052304,0.4686865545052304,197890,190624,269498,3026823,10
full_t1_t2,0.115,1.25,0.55,True,1.22,2.6,12,0.2,0.5093510143778602,0.42339555144761953,0.8751309081682084,0.46241275286189304,0.46241275286189304,0.538169279407011,0.47558021119458715,0.4887897060359278,True,0.5036105118701923,0.45503469257791596,0.8782429563814571,0.4686865545052304,0.4686865545052304,197890,190624,269498,3026823,10
full_t1_t2,0.115,1.25,0.55,True,1.22,2.6,18,0.1,0.5093510143778602,0.42339555144761953,0.8751309081682084,0.46241275286189304,0.46241275286189304,0.538169279407011,0.47558021119458715,0.4887897060359278,True,0.5036105118701923,0.45503469257791596,0.8782429563814571,0.4686865545052304,0.4686865545052304,197890,190624,269498,3026823,10
full_t1_t2,0.115,1.25,0.55,True,1.22,2.6,18,0.15,0.5093510143778602,0.42339555144761953,0.8751309081682084,0.46241275286189304,0.46241275286189304,0.538169279407011,0.47558021119458715,0.4887897060359278,True,0.5036105118701923,0.45503469257791596,0.8782429563814571,0.4686865545052304,0.4686865545052304,197890,190624,269498,3026823,10
full_t1_t2,0.115,1.25,0.55,True,1.22,2.6,18,0.2,0.5093510143778602,0.42339555144761953,0.8751309081682084,0.46241275286189304,0.46241275286189304,0.538169279407011,0.47558021119458715,0.4887897060359278,True,0.5036105118701923,0.45503469257791596,0.8782429563814571,0.4686865545052304,0.4686865545052304,197890,190624,269498,3026823,10
full_t1_t2,0.115,1.45,0.6,True,1.1,2.6,8,0.1,0.4717777465473665,0.45249129203145994,0.86629224917805,0.4619332968572705,0.4619332968572705,0.4869549693699259,0.5030873738112503,0.4802408074785326,True,0.4643080637176233,0.484763106938107,0.8691409511347075,0.4652590914232621,0.4652590914232621,211489,236792,255899,2980655,10
