phase,target_density,main_low_mult,main_high_mult,residual_enabled,residual_low_mult,recovery_axis_ratio,recovery_skeleton_length,recovery_branch_density,precision,recall,accuracy,dice,f1,cl_precision,cl_recall,cldice,cldice_evaluated,mean_precision,mean_recall,mean_accuracy,mean_dice,mean_f1,tp,fp,fn,tn,sample_count
phase1_threshold_base,0.085,1.25,0.5,False,1.22,2.3,,0.12,0.620828791692265,0.3351219971415612,0.8897049664367604,0.43528053323477145,0.43528053323477145,,,,False,0.6099137207216715,0.3557217068401514,0.8932849903896285,0.4416126625077375,0.4416126625077375,156632,95663,310756,3121784,10
phase1_threshold_base,0.085,1.25,0.55,False,1.22,2.3,,0.12,0.620828791692265,0.3351219971415612,0.8897049664367604,0.43528053323477145,0.43528053323477145,,,,False,0.6099137207216715,0.3557217068401514,0.8932849903896285,0.4416126625077375,0.4416126625077375,156632,95663,310756,3121784,10
phase1_threshold_base,0.085,1.25,0.6,False,1.22,2.3,,0.12,0.620828791692265,0.3351219971415612,0.8897049664367604,0.43528053323477145,0.43528053323477145,,,,False,0.6099137207216715,0.3557217068401514,0.8932849903896285,0.4416126625077375,0.4416126625077375,156632,95663,310756,3121784,10
phase1_threshold_base,0.085,1.35,0.5,False,1.22,2.3,,0.12,0.6045071480378332,0.3512969952159662,0.8885657023991577,0.4443620509309189,0.4443620509309189,,,,False,0.5932914527898544,0.3716237184018884,0.8920899819578457,0.44886168349262395,0.44886168349262395,164192,107421,303196,3110026,10
phase1_threshold_base,0.085,1.35,0.55,False,1.22,2.3,,0.12,0.6045071480378332,0.3512969952159662,0.8885657023991577,0.4443620509309189,0.4443620509309189,,,,False,0.5932914527898544,0.3716237184018884,0.8920899819578457,0.44886168349262395,0.44886168349262395,164192,107421,303196,3110026,10
phase1_threshold_base,0.085,1.35,0.6,False,1.22,2.3,,0.12,0.6045071480378332,0.3512969952159662,0.8885657023991577,0.4443620509309189,0.4443620509309189,,,,False,0.5932914527898544,0.3716237184018884,0.8920899819578457,0.44886168349262395,0.44886168349262395,164192,107421,303196,3110026,10
phase1_threshold_base,0.085,1.45,0.5,False,1.22,2.3,,0.12,0.58833964616196,0.36756185439078454,0.8871596692931977,0.45245500970520924,0.45245500970520924,,,,False,0.576513066714962,0.3899749355191871,0.8903120605577985,0.4561736577501253,0.4561736577501253,171794,120204,295594,3097243,10
phase1_threshold_base,0.085,1.45,0.55,False,1.22,2.3,,0.12,0.58833964616196,0.36756185439078454,0.8871596692931977,0.45245500970520924,0.45245500970520924,,,,False,0.576513066714962,0.3899749355191871,0.8903120605577985,0.4561736577501253,0.4561736577501253,171794,120204,295594,3097243,10
phase1_threshold_base,0.085,1.45,0.6,False,1.22,2.3,,0.12,0.58833964616196,0.36756185439078454,0.8871596692931977,0.45245500970520924,0.45245500970520924,,,,False,0.576513066714962,0.3899749355191871,0.8903120605577985,0.4561736577501253,0.4561736577501253,171794,120204,295594,3097243,10
phase1_threshold_base,0.095,1.25,0.5,False,1.22,2.3,,0.12,0.5980125082901295,0.3588346299006393,0.8880785706822694,0.4485305719657361,0.4485305719657361,,,,False,0.587332769312685,0.38051345772958645,0.8914888270150161,0.4530320062530054,0.4530320062530054,167715,112739,299673,3104708,10
phase1_threshold_base,0.095,1.25,0.55,False,1.22,2.3,,0.12,0.5980125082901295,0.3588346299006393,0.8880785706822694,0.4485305719657361,0.4485305719657361,,,,False,0.587332769312685,0.38051345772958645,0.8914888270150161,0.4530320062530054,0.4530320062530054,167715,112739,299673,3104708,10
phase1_threshold_base,0.095,1.25,0.6,False,1.22,2.3,,0.12,0.5980125082901295,0.3588346299006393,0.8880785706822694,0.4485305719657361,0.4485305719657361,,,,False,0.587332769312685,0.38051345772958645,0.8914888270150161,0.4530320062530054,0.4530320062530054,167715,112739,299673,3104708,10
phase1_threshold_base,0.095,1.35,0.5,False,1.22,2.3,,0.12,0.5800160777459912,0.3812977654539697,0.8865031948513299,0.46011786043929803,0.46011786043929803,,,,False,0.5689832838254798,0.4032511515035206,0.8896226975632409,0.46325702686631215,0.46325702686631215,178214,129043,289174,3088404,10
phase1_threshold_base,0.095,1.35,0.55,False,1.22,2.3,,0.12,0.5800160777459912,0.3812977654539697,0.8865031948513299,0.46011786043929803,0.46011786043929803,,,,False,0.5689832838254798,0.4032511515035206,0.8896226975632409,0.46325702686631215,0.46325702686631215,178214,129043,289174,3088404,10
phase1_threshold_base,0.095,1.35,0.6,False,1.22,2.3,,0.12,0.5800160777459912,0.3812977654539697,0.8865031948513299,0.46011786043929803,0.46011786043929803,,,,False,0.5689832838254798,0.4032511515035206,0.8896226975632409,0.46325702686631215,0.46325702686631215,178214,129043,289174,3088404,10
phase1_threshold_base,0.095,1.45,0.5,False,1.22,2.3,,0.12,0.5725445256466489,0.3965848502742903,0.8859064245753202,0.468590655944505,0.468590655944505,,,,False,0.561576556117293,0.4186623056110051,0.8887426872363624,0.47062094801739535,0.47062094801739535,185359,138387,282029,3079060,10
phase1_threshold_base,0.095,1.45,0.55,False,1.22,2.3,,0.12,0.5725445256466489,0.3965848502742903,0.8859064245753202,0.468590655944505,0.468590655944505,,,,False,0.561576556117293,0.4186623056110051,0.8887426872363624,0.47062094801739535,0.47062094801739535,185359,138387,282029,3079060,10
phase1_threshold_base,0.095,1.45,0.6,False,1.22,2.3,,0.12,0.5725445256466489,0.3965848502742903,0.8859064245753202,0.468590655944505,0.468590655944505,,,,False,0.561576556117293,0.4186623056110051,0.8887426872363624,0.47062094801739535,0.47062094801739535,185359,138387,282029,3079060,10
phase1_threshold_base,0.105,1.25,0.5,False,1.22,2.3,,0.12,0.576888605374372,0.38697827073010005,0.8862432103472747,0.4632244565015565,0.4632244565015565,,,,False,0.5657182735558994,0.40871648480381967,0.8893114354136047,0.46562905496028834,0.46562905496028834,180869,132656,286519,3084791,10
phase1_threshold_base,0.105,1.25,0.55,False,1.22,2.3,,0.12,0.576888605374372,0.38697827073010005,0.8862432103472747,0.4632244565015565,0.4632244565015565,,,,False,0.5657182735558994,0.40871648480381967,0.8893114354136047,0.46562905496028834,0.46562905496028834,180869,132656,286519,3084791,10
phase1_threshold_base,0.105,1.25,0.6,False,1.22,2.3,,0.12,0.576888605374372,0.38697827073010005,0.8862432103472747,0.4632244565015565,0.4632244565015565,,,,False,0.5657182735558994,0.40871648480381967,0.8893114354136047,0.46562905496028834,0.46562905496028834,180869,132656,286519,3084791,10
phase1_threshold_base,0.105,1.35,0.5,False,1.22,2.3,,0.12,0.5666497673595383,0.404141740909052,0.8852179269899466,0.47179403922646074,0.47179403922646074,,,,False,0.5542952941972702,0.424840438446641,0.8878381170771344,0.47202828748896913,0.47202828748896913,188891,144456,278497,3072991,10
phase1_threshold_base,0.105,1.35,0.55,False,1.22,2.3,,0.12,0.5673503284394703,0.40488416476246714,0.8853519899805554,0.4725427157010244,0.4725427157010244,,,,False,0.5550655377190428,0.42573643101016084,0.8880243599846352,0.47289092564925717,0.47289092564925717,189238,144309,278150,3073138,10
phase1_threshold_base,0.105,1.35,0.6,False,1.22,2.3,,0.12,0.5673503284394703,0.40488416476246714,0.8853519899805554,0.4725427157010244,0.4725427157010244,,,,False,0.5550655377190428,0.42573643101016084,0.8880243599846352,0.47289092564925717,0.47289092564925717,189238,144309,278150,3073138,10
phase1_threshold_base,0.105,1.45,0.5,False,1.22,2.3,,0.12,0.5358121902232459,0.41609968591405855,0.8802141751258876,0.46842841159943205,0.46842841159943205,,,,False,0.5243914367508186,0.43825627332074957,0.8827488165153252,0.4671880662209575,0.4671880662209575,194480,168483,272908,3048964,10
phase1_threshold_base,0.105,1.45,0.55,False,1.22,2.3,,0.12,0.5359065414905059,0.4168356911174442,0.8802440272088167,0.46893055844723197,0.46893055844723197,,,,False,0.5245925392239361,0.4391206360522844,0.8827913462778609,0.4677116497318846,0.4677116497318846,194824,168717,272564,3048730,10
phase1_threshold_base,0.105,1.45,0.6,False,1.22,2.3,,0.12,0.5359065414905059,0.4168356911174442,0.8802440272088167,0.46893055844723197,0.46893055844723197,,,,False,0.5245925392239361,0.4391206360522844,0.8827913462778609,0.4677116497318846,0.4677116497318846,194824,168717,272564,3048730,10
phase1_threshold_base,0.115,1.25,0.5,False,1.22,2.3,,0.12,0.5632742733969728,0.4070237147723091,0.8847579335302667,0.4725682006746787,0.4725682006746787,,,,False,0.5504655179377448,0.4278421981500727,0.8872505570480274,0.47227444349989495,0.47227444349989495,190238,147498,277150,3069949,10
phase1_threshold_base,0.115,1.25,0.55,False,1.22,2.3,,0.12,0.5634371310289318,0.40737888007394285,0.8847945701774977,0.47286485761578306,0.47286485761578306,,,,False,0.5506382701456645,0.4282708285983272,0.8873014533891459,0.47260890215748386,0.47260890215748386,190404,147529,276984,3069918,10
phase1_threshold_base,0.115,1.25,0.6,False,1.22,2.3,,0.12,0.5634371310289318,0.40737888007394285,0.8847945701774977,0.47286485761578306,0.47286485761578306,,,,False,0.5506382701456645,0.4282708285983272,0.8873014533891459,0.47260890215748386,0.47260890215748386,190404,147529,276984,3069918,10
phase1_threshold_base,0.115,1.35,0.5,False,1.22,2.3,,0.12,0.5311119804664841,0.4211789776374233,0.8794179386593972,0.46980011526992377,0.46980011526992377,,,,False,0.5203377404130807,0.4438859994517874,0.8817719260003342,0.468270987729717,0.468270987729717,196854,173791,270534,3043656,10
phase1_threshold_base,0.115,1.35,0.55,False,1.22,2.3,,0.12,0.531316067653277,0.4215533988891456,0.8794621740186467,0.47011285819951804,0.47011285819951804,,,,False,0.520554215831807,0.44433786890024846,0.8818333786196106,0.4686286546839698,0.4686286546839698,197029,173803,270359,3043644,10
phase1_threshold_base,0.115,1.35,0.6,False,1.22,2.3,,0.12,0.531316067653277,0.4215533988891456,0.8794621740186467,0.47011285819951804,0.47011285819951804,,,,False,0.520554215831807,0.44433786890024846,0.8818333786196106,0.4686286546839698,0.4686286546839698,197029,173803,270359,3043644,10
phase1_threshold_base,0.115,1.45,0.5,False,1.22,2.3,,0.12,0.5092828796404973,0.4335477162443195,0.8751637454594303,0.46837349223538055,0.46837349223538055,,,,False,0.49677659067066404,0.4560577118668642,0.8769593406124425,0.46429455120102225,0.46429455120102225,202635,195248,264753,3022199,10
phase1_threshold_base,0.115,1.45,0.55,False,1.22,2.3,,0.12,0.509471309756165,0.4339413934461304,0.8752055383755311,0.46868287723068563,0.46868287723068563,,,,False,0.4969775186168304,0.45653282031553194,0.8770174001423111,0.4646449061653356,0.4646449061653356,202819,195278,264569,3022169,10
phase1_threshold_base,0.115,1.45,0.6,False,1.22,2.3,,0.12,0.5111422920138958,0.43568726625416143,0.8755683768744055,0.47040818683730273,0.47040818683730273,,,,False,0.4986518603249472,0.4586939517313908,0.8775144612730228,0.46655687709159965,0.46655687709159965,203635,194757,263753,3022690,10
