variant,dice,iou,precision,sensitivity,specificity,pred_density,gt_density,auprc,roc_auc
paper_p08_area8,0.3003234384532414,0.18070608276122974,0.4059597119336324,0.2701775978163058,0.9722547878064136,0.04333283148871528,0.07158067491319445,0.22753016136666923,0.7821007022355917
paper_p12_area8,0.2378879621134775,0.13813802408670167,0.2898766618581191,0.2616438240260117,0.9575352938067304,0.05543773057725695,0.07158067491319445,0.22753016136666923,0.7821007022355917
paper_triangle4_area200,0.13278299463828616,0.07279415757001415,0.5515125204421343,0.0764382298505509,0.99640584457167,0.008802510579427084,0.07158067491319445,0.22753016136666923,0.7821007022355917
tuned_active,0.2960596968412238,0.18142275541510025,0.41137816966495755,0.2872857130731411,0.9740921438302959,0.04073358832465278,0.07158067491319445,0.2965867473339544,0.803618718652013
