method,dice,sensitivity,precision
c6_gauss_Hyst,0.13072800348376068,0.1870009662209888,0.10841230685913995
c6_gauss_P12,0.1156802228535119,0.1347759494813554,0.10910840023634676
c6_gauss_Otsu,0.1114202450644689,0.13117283499755183,0.10402883303292679
c6_gauss_P10,0.10282664606720433,0.10870929373704034,0.10593605103961322
c6_gauss_P08,0.08846042480257,0.0840196085555352,0.10250746812169709
c6_gauss_Entropy,0.08844719127290973,0.08432761590189329,0.10424043251340245
almeida_gauss_HystClean,0.07763070144312872,0.05530438910331979,0.25689620231521537
c6_gauss_HystClean,0.07188079453608562,0.07114488281743811,0.10525506796675042
c6_hessian_RegionGrow,0.06784812522431602,0.09345182696939555,0.05633099063884475
mega_fusion_HystClean,0.06041499131125136,0.04508964117963418,0.18449689968083788
c6_hessian_Hyst,0.057469379431957214,0.0573695821900342,0.06279675411413856
c6_hessian_HystClean,0.05437823528936847,0.053687511640291584,0.06078650857540184
triple_HystClean,0.053984704929427765,0.03519852615345802,0.21783472786718522
almeida_gabor_gauss_HystClean,0.04875990338103786,0.031317777434885494,0.2333433393006731
c6_hessian_P12,0.047521064237410454,0.03779723278516042,0.07040504789841048
c6_hessian_Entropy,0.04339032619989637,0.03272998450993893,0.07216133548102721
c6_hessian_P10,0.04318809165641821,0.03228255674008278,0.07219076314740869
c6_hessian_P08,0.03794108277007428,0.02653536402515078,0.0741635439681689
c6_hessian_Otsu,0.03057796133605586,0.019849510357861547,0.07649589686654781
c6_gabor_HystClean,0.014830924682446482,0.008441840346577542,0.0756749808963793
c6_frangi_HystClean,0.007199470127196667,0.005088115987140057,0.02128375920091207
frangi_hessian_HystClean,0.004714226929168177,0.004266067168043125,0.01769865543177883
