method,dice,sensitivity,precision
c6_gabor_P08,0.39937273545386004,0.4038756282267016,0.4309475602377377
c6_gabor_P10,0.3986825867781546,0.4495817619088218,0.3876920795301738
c6_gabor_P12,0.3918278478791669,0.4867212573137158,0.3526493127189376
c6_dog_P10,0.3823707363702722,0.4307622765926552,0.37259676978868383
c6_dog_P12,0.38097970748564197,0.47298468548203376,0.343306872954114
c6_gabor_Entropy,0.3798807384465145,0.315936797181133,0.5009975766171342
c6_dog_P08,0.37636106394387847,0.3802879703677272,0.40721181377506166
c6_dog_Entropy,0.36838329891534805,0.33161102254651437,0.4403383514289836
c6_dog_Otsu,0.3653257446003353,0.35151737484314216,0.4226869185511446
c6_dog_Hyst,0.3650030805251029,0.5539761453222595,0.3144600824623459
c6_almeida_Hyst,0.3631939525653763,0.47295067656629786,0.3331085845717475
c6_almeida_P12,0.36301083039409954,0.45448276485029077,0.3253651210011017
c6_almeida_P10,0.3615154713330241,0.41078065529877816,0.3499733658337606
c6_gabor_Otsu,0.3604384100418271,0.28933367812300836,0.5086596352184886
c6_almeida_Entropy,0.35796826654229613,0.34899184678769857,0.38689704333077823
c6_almeida_Otsu,0.3555085858625193,0.38267518811532253,0.366259396154588
c6_almeida_P08,0.35261294352730954,0.359072577334684,0.37872050290093573
triple_Hyst,0.3520839834671215,0.46154928354570346,0.3016557678136912
almeida_gabor_gauss_Hyst,0.35179883537405476,0.460480150221728,0.30340389557085873
almeida_gabor_gauss_P12,0.34611361775509936,0.4303823491069628,0.311425750292592
triple_P12,0.3451988103881032,0.42929363563039524,0.310621738651064
almeida_gabor_gauss_P10,0.34425459910495954,0.3875063810788513,0.3355720658805782
triple_P10,0.34328517894634436,0.3865232291603697,0.3346203533218211
almeida_gabor_gauss_Otsu,0.3431311975562751,0.4240472385964873,0.30841230475740994
triple_Otsu,0.34278422712896184,0.429423588710241,0.3047259008171592
almeida_gabor_gauss_Entropy,0.3397861329543655,0.3386518988193483,0.3628517646366496
triple_Entropy,0.3394763328001432,0.34398619425572585,0.35706747164925956
mega_fusion_Hyst,0.3393115499797822,0.46886886485183654,0.291220652267153
mega_fusion_P10,0.3368048701622778,0.37779737797002083,0.32958414186360985
almeida_gabor_gauss_P08,0.3367342143314674,0.33881175440291617,0.3658867857269069
mega_fusion_P12,0.3356850689937605,0.4158079116818042,0.30310986324743316
triple_P08,0.33553798699090764,0.33769168660505255,0.36459640136045957
mega_fusion_P08,0.3336153643257323,0.33491606849808103,0.36368893534957364
mega_fusion_Otsu,0.3315848869079907,0.420743553533,0.302668667081076
mega_fusion_Entropy,0.3241460372265149,0.2816818858960283,0.40640089382320543
c6_gabor_Hyst,0.30538342296425075,0.6434348687950444,0.26966072679198083
c6_dog_RegionGrow,0.2985615537278619,0.7473369962808497,0.19447059674411282
almeida_gauss_Hyst,0.2924229126853872,0.4360358814137346,0.23354592605754607
almeida_gauss_Otsu,0.28794929128628355,0.4186071364634063,0.23147981557527858
almeida_gauss_P12,0.2807264782424014,0.348730791399884,0.2529737666750615
c6_almeida_RegionGrow,0.28054779913848793,0.7649433460785133,0.178376752944309
almeida_gauss_Entropy,0.278559154222656,0.34403763469819476,0.25150624721760184
almeida_gauss_P10,0.2707857684031625,0.30447458420127266,0.2645829238028369
triple_RegionGrow,0.27059930301775936,0.7737582335997241,0.16878006458436615
almeida_gabor_gauss_RegionGrow,0.26985957601589483,0.7744523480631902,0.1682426111603411
mega_fusion_RegionGrow,0.26861806360141305,0.7627823143860775,0.1682188910446228
almeida_gauss_RegionGrow,0.2609538988033473,0.7243664529523113,0.16407674123161742
c6_gabor_RegionGrow,0.25619208146641936,0.7559737751346292,0.15921284757981327
almeida_gauss_P08,0.25487413059923086,0.25606476545623297,0.2778511091208756
c6_frangi_P12,0.22606013963521246,0.2500473368305543,0.22382027895170026
c6_frangi_P10,0.2258784344546165,0.2279653740317287,0.24467498913327917
c6_frangi_P08,0.22286546872354102,0.20316798209716347,0.27213997923927113
c6_dog_HystClean,0.2087838859453881,0.26127879743273125,0.24080601955068842
c6_frangi_RegionGrow,0.20740752549492705,0.49043589345366234,0.13728393329686697
frangi_hessian_P12,0.20537881175853523,0.2481636645431382,0.1889752936457229
c6_frangi_Entropy,0.20398654257796953,0.14991498924536414,0.34833423870031033
c6_frangi_Hyst,0.20383550911542447,0.5024642587850195,0.1381159210308595
frangi_hessian_P10,0.20169975896476608,0.22098951587543408,0.2015737189262753
c6_frangi_Otsu,0.19930706564350253,0.16577866181822093,0.3451148056433982
frangi_hessian_Entropy,0.1963298722429151,0.19634460649347252,0.21183482188483188
frangi_hessian_Hyst,0.19551535970648198,0.5174198275513402,0.12809645089460697
frangi_hessian_P08,0.19333321357925232,0.18972981879519285,0.21605148116658052
frangi_hessian_RegionGrow,0.1868272763874465,0.5394810725376973,0.11666067725685916
c6_gauss_RegionGrow,0.17539509967053943,0.4392873109739599,0.11291809697254049
frangi_hessian_Otsu,0.17368575433407224,0.15337203801506694,0.2314438325522073
c6_almeida_HystClean,0.17003642127432197,0.15295194423938052,0.3017371308444946
