config,split,dice,cldice,precision,sensitivity,specificity,accuracy,pred_density,gt_density
best_tuned,train,0.37154895753041445,0.4554152992920474,0.32112113582348784,0.4866145621459582,0.9241587537452477,0.8925236805103222,0.1040250560619213,0.07003180496780961
best_tuned,test,0.36194850242168347,0.44220455880217246,0.2974404134260029,0.491190621538799,0.9217558366678024,0.8941188490125649,0.10500976732042103,0.06445314364963108
best_tuned,all,0.36770877548692205,0.4501310030960975,0.31164884686449384,0.48844498590309465,0.9231975869142695,0.893161747911219,0.1044189405653212,0.06780034044053819
recall_focused,train,0.3635205989640148,0.4435414271028009,0.29357098564870293,0.5282991452508097,0.9064702927944862,0.8790951831958694,0.12346250519929108,0.07003180496780961
recall_focused,test,0.36212455925925313,0.444292902989006,0.27959618894068705,0.5452535666657907,0.9048605505313972,0.8818193851046875,0.12418237982855902,0.06445314364963108
recall_focused,all,0.36296218308211015,0.44384201745728297,0.2879810669654966,0.5350809138168021,0.9058263958892506,0.8801848639593967,0.12375045505099826,0.06780034044053819
