method,dice,sensitivity,precision
z_fuse_gabor2_DTD40h92,0.20110859495891964,0.8629081703030625,0.11765383121107573
z_fuse_gabor3_DTD40h85,0.200932271864313,0.8651094786688911,0.11752516453523286
z_fuse_gabor3_DTD40h90,0.200932271864313,0.8651094786688911,0.11752516453523286
z_fuse_gabor3_DTD40h92,0.200932271864313,0.8651094786688911,0.11752516453523286
z_fuse_all_DTD40h92,0.20076554309688088,0.8401727979219649,0.11831393242820781
z_fuse_all_DTD40h90,0.2007364624145226,0.8401727979219649,0.11829189120384885
z_fuse_all_DTD40h85,0.200500472270296,0.8402885579468705,0.11809002012924921
z_fuse_coh_DTD40h90,0.20021506236143416,0.7632644640226607,0.11857349298464753
z_fuse_coh_DTD40h92,0.20021486031910174,0.7631532714008473,0.11857634306581377
z_fuse_coh_DTD40h85,0.20013153367766526,0.7633026787428496,0.11850943573788653
gabor_raw_clahe_DTD40h85,0.19859552116179024,0.8740025374558128,0.1159969671338526
gabor_raw_clahe_DTD40h90,0.19859552116179024,0.8740025374558128,0.1159969671338526
gabor_raw_clahe_DTD40h92,0.19859552116179024,0.8740025374558128,0.1159969671338526
gabor_raw_green_DTD40h85,0.19131641943485844,0.8976584724117117,0.1109466784079693
gabor_raw_green_DTD40h90,0.19131641943485844,0.8976584724117117,0.1109466784079693
gabor_raw_green_DTD40h92,0.19131641943485844,0.8976584724117117,0.1109466784079693
gabor_coh_clahe_DTD40h85,0.14849529431243066,0.546664681864119,0.08807770290081135
gabor_coh_clahe_DTD40h90,0.14849379461572115,0.5466146301168032,0.08807796003318602
gabor_coh_clahe_DTD40h92,0.14847974207947967,0.5465275386765553,0.08807051764424734
gabor_coh_green_DTD40h90,0.14814094297828975,0.5388880407984751,0.08808141951578041
gabor_coh_inv_DTD40h90,0.14814094297828975,0.5388880407984751,0.08808141951578041
gabor_coh_green_DTD40h92,0.14813917335956867,0.5388468796450194,0.08808082889665811
gabor_coh_inv_DTD40h92,0.14813917335956867,0.5388468796450194,0.08808082889665811
gabor_coh_green_DTD40h85,0.14813848562285725,0.5390095927759133,0.08807647512660854
gabor_coh_inv_DTD40h85,0.14813848562285725,0.5390095927759133,0.08807647512660854
gabor_coh_clahe_DTD50h85,0.14384887602634994,0.4508872661255865,0.08809350152214523
gabor_coh_clahe_DTD50h90,0.14383685227900683,0.45047590579065167,0.08810247005458874
gabor_coh_clahe_DTD50h92,0.14381840938720397,0.4502056288256197,0.08810016133839645
gabor_coh_green_DTD50h90,0.14295296401214785,0.4397952806625869,0.08793584992709477
gabor_coh_inv_DTD50h90,0.14295296401214785,0.4397952806625869,0.08793584992709477
gabor_coh_green_DTD50h85,0.14293000681899187,0.4405469340497197,0.08788559321806594
gabor_coh_inv_DTD50h85,0.14293000681899187,0.4405469340497197,0.08788559321806594
gabor_coh_green_DTD50h92,0.14292923916843564,0.4394995672117631,0.08793078559640773
gabor_coh_inv_DTD50h92,0.14292923916843564,0.4394995672117631,0.08793078559640773
gabor_coh_clahe_Hyst,0.13921530513357178,0.38210285471068933,0.0880478262320508
gabor_coh_green_Hyst,0.13851495941116881,0.3769754309001425,0.08775921177983706
gabor_coh_inv_Hyst,0.13851495941116881,0.3769754309001425,0.08775921177983706
gabor_coh_clahe_DTD60h85,0.13711649355835231,0.35390158670296523,0.0880677390520358
gabor_coh_clahe_DTD60h90,0.13691459072859857,0.35140081997632966,0.08807439563981999
gabor_coh_clahe_DTD60h92,0.13675842153857473,0.3498689189123343,0.08805230634919312
gabor_coh_green_DTD60h85,0.13579036971323405,0.34427769195103847,0.08767107138766417
gabor_coh_inv_DTD60h85,0.13579036971323405,0.34427769195103847,0.08767107138766417
gabor_coh_green_DTD60h90,0.13544320445421193,0.3412275189480858,0.08760487019644767
gabor_coh_inv_DTD60h90,0.13544320445421193,0.3412275189480858,0.08760487019644767
gabor_coh_green_DTD60h92,0.13526662053228855,0.33993173129262577,0.0875587604581412
gabor_coh_inv_DTD60h92,0.13526662053228855,0.33993173129262577,0.0875587604581412
gabor_coh_green_P12,0.09661798331578055,0.11816482829219899,0.08785346975868775
gabor_coh_inv_P12,0.09661798331578055,0.11816482829219899,0.08785346975868775
gabor_coh_clahe_P12,0.09595821525087662,0.11683379875398128,0.08763605968657093
gabor_coh_green_P10,0.08883093511958531,0.09836597743146133,0.08770350270550084
gabor_coh_inv_P10,0.08883093511958531,0.09836597743146133,0.08770350270550084
gabor_coh_clahe_P10,0.08786670257232873,0.09690705886889162,0.0871653845964348
gabor_coh_green_median7_P10,0.08585661950428877,0.09518997391425593,0.0847535352561711
gabor_coh_inv_median7_P10,0.08585661950428877,0.09518997391425593,0.0847535352561711
gabor_coh_clahe_median7_P10,0.08252135118534215,0.0893465071458169,0.0831544595906395
gabor_coh_green_P08,0.07949541070783642,0.07869182766245192,0.08774534833430248
gabor_coh_inv_P08,0.07949541070783642,0.07869182766245192,0.08774534833430248
gabor_coh_clahe_P08,0.07876775098384085,0.0777348889370813,0.08735290826967262
