method,n_images,dice,iou,precision,sensitivity,specificity,accuracy,pred_density,gt_density
overlay_results,8,0.4661937527339309,0.3080365372211932,0.4869536984535916,0.468905361679839,0.961752722900224,0.9274505021836794,0.06918098449707032,0.07118881225585938
