method,dice,sensitivity,precision
HSV_V_dog_P10,0.23424917484473654,0.26980677302912764,0.2173277309466349
C6G6_Gray_final_Hyst,0.2339547455345627,0.7789601310653613,0.1410050498588749
C6G6_Red_combined_Hyst,0.23376437180516105,0.7456258657646728,0.14158549910055554
Red_final_P08,0.23333849912286597,0.2399972802296218,0.23950666174464774
Red_dog_P12,0.23315327344032083,0.29703091368080314,0.20079893862905415
HSV_V_combined_gabor_P08,0.23280556653260712,0.2402159500519679,0.23801483089297312
Gray_combined_Hyst,0.23278845455362446,0.7708566556111316,0.14125608933348208
Green_Red_combined_Hyst,0.23234730917204205,0.7680198346883274,0.1413250486097272
C6G6_Red_final_Hyst,0.23070079890184042,0.7672844490481079,0.13917339207779678
HSV_V_combined_P12,0.2306616653107611,0.2968507452975703,0.19720202952824625
Red_combined_gabor_P08,0.22967137280591216,0.23668347370474177,0.23519221780876665
Gray_combined_gabor_Hyst,0.22942168565210697,0.7925552114288219,0.13800189044336428
Green_LA_combined_Hyst,0.22873083983052153,0.7617724356415109,0.13875902452529773
LAB_L_combined_Hyst,0.22869193904347399,0.7687089176607634,0.13846850167517752
Red_dog_P10,0.2286482788968885,0.2626048635577032,0.2127394873562622
Gray_final_Hyst,0.228563693324139,0.7995786363946118,0.137417484374205
Green_dog_Hyst,0.22841536197135906,0.8173825396338422,0.13799362944874485
Red_combined_P12,0.2263501030286909,0.29061846333047214,0.19390251320299778
LAB_L_final_Hyst,0.22600732295155468,0.7972217375808268,0.13583508491158222
LAB_L_combined_gabor_Hyst,0.22533432185928368,0.7886816632398971,0.13530291071688577
HSV_V_dog_P08,0.22443999351398353,0.23003934001491538,0.2312315099784276
HSV_V_combined_P10,0.2231553588791157,0.25899649599669694,0.20570518259130677
Green_LA_final_Hyst,0.22282473395982577,0.7691410359209778,0.13411481647126638
Red_dog_P08,0.21962178701173363,0.2245924766807655,0.22690249771902327
Red_combined_P10,0.21937570320658736,0.2541470390569264,0.20260190494551447
Green_Blue_final_Hyst,0.21895115341210075,0.8157930690826533,0.1307004633265228
C6G6_gabor_Hyst,0.2181272367300327,0.7637140609207543,0.13034565188552108
Green_HSVV_final_Hyst,0.21810706101011706,0.8167260124188402,0.12995845588642221
Gray_dog_Hyst,0.218091153294186,0.8129147475352984,0.13088556070878238
Green_Red_final_Hyst,0.2158992363435785,0.8098975056856546,0.12863279272042133
LAB_L_dog_Hyst,0.21265455866337293,0.8151507662918129,0.1271702148343425
HSV_V_combined_P08,0.21019130589878912,0.21750670453393378,0.21421255348594676
Red_combined_P08,0.20711122083570938,0.21404680488187208,0.21142877434703372
HSV_V_combined_Hyst,0.20163733046317978,0.6766314691898055,0.1219593362385248
HSV_V_combined_gabor_Hyst,0.20073825690070174,0.7150819553053023,0.12035770018247202
HSV_V_final_Hyst,0.20048965439618663,0.7237725958835155,0.12010135623928894
Green_gabor_Hyst,0.20048089677707864,0.8405894920131726,0.11782047449246166
Gray_gabor_Hyst,0.1981954436936876,0.842073348019215,0.1162957827534971
Blue_combined_gabor_Hyst,0.19646631677337706,0.7040671021409425,0.11811914223044036
Red_combined_Hyst,0.19616796130712885,0.6616912757039166,0.11867581186969098
Red_combined_gabor_Hyst,0.1959746933869037,0.7022407674156661,0.11751177692393053
HSV_V_dog_Hyst,0.19563337661728372,0.7336582391860073,0.11713156120924421
Red_final_Hyst,0.19542971568009088,0.7104106655851932,0.1170562257324322
LAB_L_gabor_Hyst,0.19520715961794283,0.8447819456979071,0.11431721041981621
Blue_combined_Hyst,0.19394268715448074,0.6913064900879125,0.11681496812082506
Blue_final_Hyst,0.19391645981972505,0.7193163608298194,0.11628047863548747
Red_dog_Hyst,0.19119262289968464,0.7213543892652929,0.11446140810858652
Blue_gabor_Hyst,0.18588265126612952,0.7563066649345165,0.10924740806085656
HSV_V_gabor_Hyst,0.18505899814843757,0.7976554897744806,0.10840622864410088
Blue_dog_Hyst,0.18412185378873208,0.7604709064337204,0.10908935320418575
Red_gabor_Hyst,0.18334246342372634,0.7899395664803053,0.1074264928486209
LAB_A_gabor_Hyst,0.13638049582260484,0.5298000671457869,0.08021969226661933
LAB_A_combined_gabor_Hyst,0.114451491616955,0.37511034462051684,0.06918778389619414
LAB_A_final_Hyst,0.1108616422410024,0.36034098411911264,0.067077069017022
LAB_A_combined_Hyst,0.10887952042348426,0.3542452440909164,0.06591660402302371
LAB_A_gabor_P12,0.10694920955110691,0.13268543541462974,0.09451344540815729
LAB_A_gabor_P10,0.10058775378667399,0.11238517026024411,0.09656235666390585
LAB_A_dog_Hyst,0.09938614144853261,0.32817037574063856,0.06021680907414536
LAB_A_gabor_P08,0.09202887666346592,0.0915450108431016,0.09879044227330516
LAB_A_combined_gabor_P12,0.0776434938358488,0.09641291725041035,0.06858491574792948
LAB_A_final_P12,0.07410878438576819,0.09196041636885093,0.06550820919708791
LAB_A_combined_gabor_P10,0.07197838419498638,0.080639689710605,0.06897925584030282
LAB_A_combined_P12,0.07026859158647615,0.08773817851039303,0.06178691761258448
LAB_A_final_P10,0.06840039358219048,0.07662576311212349,0.0655509348993379
LAB_A_combined_P10,0.06484908094175637,0.07306532871037431,0.061808642786763
LAB_A_combined_gabor_P08,0.06462179863271794,0.06451528722200094,0.06918043686074926
LAB_A_dog_P12,0.06387285569358145,0.0798117010445415,0.05609356007006625
LAB_A_final_P08,0.06139093570172116,0.061295101750157024,0.06566921817311853
LAB_A_dog_P10,0.058793429241810316,0.06638765004581546,0.05587059710975265
LAB_A_combined_P08,0.057358142303752836,0.057620667311075124,0.060973869141523473
LAB_A_dog_P08,0.052241978469146334,0.0526183118332326,0.0552823938930612
C6G6_dog_HystCln,0.04385034591849336,0.0980681487402365,0.05624863260541933
LAB_A_dog_HystCln,0.042840421826852285,0.07048454147060985,0.04295135296383075
Red_dog_HystCln,0.023308833790775797,0.021640941355600962,0.05996572008477126
Red_combined_HystCln,0.02097595306387532,0.014732634088668201,0.049986038775690654
HSV_V_dog_HystCln,0.016631080936876753,0.01232775889288806,0.05514596661497355
LAB_A_combined_HystCln,0.01239778784409786,0.008419337613029529,0.052150058636908615
C6G6_combined_HystCln,0.01200679469996988,0.006992078162576462,0.04509582478768098
Green_LA_combined_HystCln,0.011649930592450165,0.007038137583499364,0.043935681866506246
HSV_V_combined_HystCln,0.011149972284191866,0.00654099390820288,0.04120637819653724
Green_HSVV_combined_HystCln,0.009501260386385178,0.00576419324766971,0.038440640627335
Green_combined_HystCln,0.009327454304321022,0.005821867066564819,0.040671897386853194
C6G6_Red_combined_HystCln,0.008313230307254432,0.005092217469863228,0.03755008358517973
Green_Red_combined_HystCln,0.008010393808155564,0.004897575979959894,0.030788598761072383
LAB_A_final_HystCln,0.007945220270336336,0.005824765910776541,0.036195190014447015
LAB_L_combined_HystCln,0.007447255835706437,0.004571597794447957,0.023714498065552876
Blue_final_HystCln,0.007247038700927457,0.004212606784978407,0.030322133197596256
Red_final_HystCln,0.0069257623543762,0.004186500505887703,0.030868250914524546
C6G6_Gray_combined_HystCln,0.006876948739693791,0.003974974917949102,0.03500127372728763
LAB_A_combined_gabor_HystCln,0.006437277829308095,0.003692386025071384,0.06858175576174394
Blue_combined_HystCln,0.005800957514734306,0.00376592697079558,0.01879815948871914
Gray_combined_HystCln,0.005730968258391618,0.0038102658131816416,0.017530652201498534
Blue_dog_HystCln,0.005121350170788219,0.003391078026501989,0.013035575488110449
LAB_L_dog_HystCln,0.004802543798223491,0.003331550433200129,0.010840927705582305
HSV_V_final_HystCln,0.004764899448223679,0.002641557774976257,0.028456347942006716
Green_dog_HystCln,0.004599368795199762,0.003143986385562005,0.01333370270372208
Red_combined_gabor_HystCln,0.0045841254395372275,0.002499155023825572,0.02876351042718702
Green_Blue_combined_HystCln,0.004301032870063809,0.0026401300136317885,0.012477423016337584
C6G6_final_HystCln,0.0034813728331378586,0.0019068479650226732,0.023276988741758306
Green_LA_final_HystCln,0.0033604326866526514,0.0018659494855640107,0.03666684557247213
HSV_V_combined_gabor_HystCln,0.003189691511877489,0.0017344275189318688,0.02071995967012471
Gray_dog_HystCln,0.003005829442053422,0.0018223879337668427,0.03505301124887365
C6G6_combined_gabor_HystCln,0.0027518538656671363,0.0015161636833140196,0.020469196064608883
Blue_combined_gabor_HystCln,0.0024609547945462973,0.0013835704273869594,0.027801047954329083
C6G6_Red_final_HystCln,0.0017988136944436077,0.0009413989893011781,0.021483325041657057
Gray_final_HystCln,0.001609105551519947,0.000840780344135566,0.019000888629579486
LAB_L_combined_gabor_HystCln,0.0010632455078466985,0.0005782699152806546,0.008947326455624276
HSV_V_gabor_HystCln,0.0007397981830554436,0.0003923045538711382,0.006476683937790277
LAB_L_final_HystCln,0.000666498110587828,0.00035990193127096755,0.07260459938167804
Green_Red_final_HystCln,0.0005987250638277597,0.00031984495420278087,0.0048478166882558685
Green_final_HystCln,0.0005788066904175852,0.0003346504605714479,0.004199638440329995
Green_combined_gabor_HystCln,0.0004984803728345614,0.00028987419134155417,0.0018890094875906136
C6G6_Gray_final_HystCln,0.00048118348136339336,0.0002783415126953101,0.002009571057489187
Green_HSVV_final_HystCln,0.0003720532205692051,0.00020373237787579303,0.0026201060199405836
Gray_combined_gabor_HystCln,0.00036054383567687135,0.00020317946821557593,0.0016511251303086328
Gray_gabor_HystCln,7.785405902750447e-05,3.913755070090403e-05,0.00723684210478705
LAB_A_gabor_HystCln,1.4337088221956038e-05,7.214114738098702e-06,0.10027548109365633
Blue_gabor_HystCln,1.2951124856432268e-05,6.508686033304638e-06,0.05046511602904814
Green_Blue_final_HystCln,7.844060085497177e-06,3.933755556428176e-06,0.0013157894735110803
Red_gabor_HystCln,0.0,0.0,0.0
Green_gabor_HystCln,0.0,0.0,0.0
LAB_L_gabor_HystCln,0.0,0.0,0.0
C6G6_gabor_HystCln,0.0,0.0,0.0
