method,n_images,dice,iou,precision,sensitivity,specificity,accuracy,pred_density,gt_density
overlay_best_tuned,8,0.4748955145761014,0.3141024303211956,0.4433472446992349,0.5226427078434182,0.9510018392109878,0.9206483374701379,0.08250166998969184,0.07118881225585938
